,Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_CustN,Ad_Res_Total,Ad_Res_Ind_Total,Pur_Total
1043,1,8.0,7,8,3,4,10.0,7.71,7.38,8.0,16,45,16,33,38,6,14,14,A,0,45.0,F,U,51939.0,A,87,34,25.0
1044,0,14.56,4,15,3,7,2.0,6.75,4.87,7.33,16,77,7,24,44,4,13,19,A,1,52.0,F,U,44284.5,A,75,36,21.0
1045,1,9.0,9,11,6,7,6.0,5.11,5.0,4.83,17,41,7,23,27,4,14,13,S,1,84.0,M,H,33286.0,S,57,31,26.0
1046,1,23.0,1,11,0,6,17.0,17.0,11.09,13.582127875507437,18,123,15,34,71,6,6,31,A,1,67.0,F,H,33286.0,A,120,43,29.0
1047,0,14.56,2,6,2,3,3.0,9.0,4.83,9.0,18,52,11,27,34,5,11,13,A,0,59.0,F,U,33286.0,A,72,29,11.0
1048,0,14.56,1,7,1,6,20.0,20.0,15.71,20.0,21,104,12,31,66,6,15,25,A,1,52.0,F,U,44284.5,A,109,46,28.0
1049,1,12.0,5,6,1,2,7.0,6.2,5.67,7.0,18,41,12,27,25,6,12,11,A,0,34.0,F,U,44284.5,A,64,29,18.0
1050,0,14.56,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,71.0,M,U,34909.0,Others,40,15,17.0
1051,1,12.0,5,14,3,6,13.0,12.0,9.43,12.67,19,77,13,34,59,6,16,23,S,1,46.0,F,H,48602.0,S,106,45,32.0
1052,0,14.56,4,4,2,2,14.0,12.25,12.25,12.0,17,32,13,29,28,6,13,11,A,0,56.0,F,U,44284.5,A,70,30,22.0
1053,0,14.56,2,6,1,3,18.0,17.0,14.5,16.0,21,81,12,32,55,6,16,23,A,0,62.0,F,H,37692.0,A,99,45,26.0
1054,1,15.0,5,7,2,3,12.0,11.4,9.86,11.0,17,44,15,33,37,6,15,15,A,1,55.0,F,U,44284.5,A,85,36,24.0
1055,1,35.0,1,2,0,0,20.0,20.0,17.5,13.582127875507437,26,35,9,25,24,4,4,10,A,0,45.0,M,H,61534.0,A,58,18,23.0
1056,0,14.56,1,1,0,0,20.0,20.0,20.0,13.582127875507437,20,20,10,17,14,4,4,6,F,0,43.0,F,H,35460.0,Others,41,14,22.0
1057,1,5.0,7,17,4,11,5.0,5.0,3.41,5.0,18,125,11,30,60,6,16,28,A,1,72.0,F,H,35460.0,A,101,50,29.0
1058,1,5.0,4,19,2,9,5.0,6.5,5.79,7.0,15,105,13,29,64,5,12,25,S,1,52.0,M,U,44284.5,S,106,42,28.0
1059,0,14.56,2,8,2,4,20.0,20.0,17.63,20.0,19,52,14,36,50,6,17,19,A,0,34.0,F,H,61471.0,A,100,42,30.0
1060,1,50.0,6,7,3,3,15.0,15.83,14.29,16.67,17,44,13,31,37,6,15,15,A,1,36.0,F,U,44284.5,A,81,36,28.0
1061,1,10.0,2,14,2,11,10.0,14.0,8.79,14.0,22,130,12,31,73,6,16,31,S,1,68.0,M,U,59625.0,S,116,53,26.0
1062,1,18.0,3,6,1,2,18.0,14.33,10.0,16.0,17,53,15,36,45,6,16,18,A,0,72.0,F,H,82495.0,A,96,40,27.0
1063,0,14.56,5,12,4,7,10.0,10.0,7.92,10.0,17,65,19,35,68,6,15,19,A,0,73.0,F,H,82495.0,A,122,40,27.0
1064,1,10.0,3,13,2,8,12.0,10.67,8.31,11.0,17,81,8,20,41,4,10,15,S,1,73.0,F,H,55485.0,S,69,29,28.0
1065,0,14.56,3,6,2,5,20.0,18.67,16.17,19.0,21,112,13,29,54,6,14,22,A,0,36.0,M,H,43639.0,A,96,42,29.0
1066,0,14.56,2,4,1,1,15.0,20.0,20.0,25.0,18,35,14,32,32,6,15,13,A,0,52.0,F,U,44284.5,A,78,34,21.0
1067,1,5.0,3,16,1,9,5.0,5.67,11.38,5.0,18,91,13,31,59,5,13,22,S,1,72.0,M,H,44284.5,S,103,40,24.0
1068,0,14.56,4,25,2,12,10.0,10.0,9.48,10.0,16,105,25,41,88,5,14,30,A,1,27.0,F,U,36433.0,A,154,49,39.0
1069,0,14.56,2,2,0,0,15.0,10.0,10.0,13.582127875507437,15,20,12,19,16,5,5,7,N,0,52.0,F,U,44284.5,Others,47,17,19.0
1070,1,5.0,5,5,4,4,11.0,11.4,11.4,11.25,22,32,12,31,30,6,15,13,A,0,52.0,F,H,45345.0,A,73,34,21.0
1071,0,14.56,4,17,2,12,10.0,13.0,12.06,16.0,18,127,14,35,79,6,16,32,S,1,52.0,M,U,45345.0,S,128,54,31.0
1072,1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,23,23,10,17,15,3,6,5,N,0,52.0,F,U,44284.5,Others,42,14,22.0
1073,1,3.0,7,10,2,4,5.0,3.57,3.3,3.0,18,45,12,31,35,6,15,15,A,1,52.0,F,U,44284.5,A,78,36,22.0
1074,1,20.0,4,18,4,8,15.0,15.0,12.61,15.0,5,75,30,52,90,7,18,25,A,1,71.0,M,H,53090.0,A,172,50,37.0
1075,0,14.56,4,4,2,2,10.0,10.0,10.0,10.0,18,24,13,23,22,6,11,9,N,0,65.0,F,H,60060.0,Others,58,26,18.0
1076,0,14.56,2,2,1,1,60.0,55.0,55.0,60.0,16,20,14,21,20,6,9,7,N,0,52.0,F,U,44284.5,Others,55,22,64.0
1077,1,13.0,5,9,3,5,15.0,13.2,14.44,13.33,18,79,10,25,37,4,11,13,A,1,52.0,F,U,44284.5,A,72,28,29.0
1078,0,14.56,4,17,3,8,10.0,13.0,8.76,13.33,18,123,14,36,79,6,17,33,A,1,36.0,F,U,35178.0,A,129,56,31.0
1079,1,17.0,5,10,3,7,20.0,14.8,11.2,13.0,16,56,15,33,46,5,15,20,S,1,69.0,F,H,62369.0,S,94,40,35.0
1080,0,14.56,3,35,3,21,10.0,10.0,6.74,10.0,26,129,9,30,80,4,14,32,A,1,52.0,M,U,44284.5,A,119,50,48.0
1081,0,14.56,6,22,4,12,10.0,6.83,6.36,6.25,18,126,9,26,68,4,13,28,S,1,87.0,F,H,40993.0,S,103,45,38.0
1082,1,15.0,2,2,0,0,15.0,10.0,10.0,13.582127875507437,20,32,10,22,23,4,4,7,A,0,49.0,M,H,40993.0,A,55,15,19.0
1083,1,20.0,2,11,0,3,15.0,15.5,12.27,13.582127875507437,26,85,10,31,63,5,5,24,S,1,52.0,F,U,44284.5,S,104,34,28.0
1084,0,14.56,12,76,4,23,11.0,10.83,8.82,11.0,15,125,28,50,131,10,21,46,S,1,52.0,F,U,44284.5,S,209,77,99.0
1085,1,15.0,3,20,2,10,6.0,6.67,6.6,6.0,18,111,13,32,73,6,15,28,S,1,52.0,F,U,44284.5,S,118,49,29.0
1086,1,60.0,2,5,0,0,50.0,50.0,33.0,13.582127875507437,25,56,15,32,60,6,6,18,A,1,52.0,M,U,44284.5,A,107,30,57.0
1087,1,10.0,5,13,3,7,10.0,10.0,7.85,10.0,24,88,11,32,57,6,17,24,A,1,52.0,M,U,44284.5,A,100,47,28.0
1088,0,14.56,2,2,1,1,25.0,25.0,25.0,25.0,17,20,13,19,18,6,9,7,N,0,69.0,F,H,47060.0,Others,50,22,29.0
1089,1,15.0,1,1,0,0,15.0,15.0,15.0,13.582127875507437,20,20,10,16,15,4,4,5,F,0,55.0,M,H,47060.0,Others,41,13,17.0
1090,0,14.56,1,1,1,1,50.0,50.0,50.0,50.0,16,16,12,17,14,5,7,6,F,0,37.0,F,H,39703.0,Others,43,18,52.0
1091,0,14.56,2,2,0,0,20.0,12.5,12.5,13.582127875507437,20,31,11,22,22,4,4,7,A,0,39.0,M,H,32350.0,A,55,15,24.0
1092,0,14.56,3,13,1,5,25.0,16.67,16.38,25.0,4,81,30,52,82,7,18,28,A,1,52.0,M,H,44284.5,A,164,53,41.0
1093,1,15.0,1,16,1,14,15.0,15.0,11.13,15.0,18,112,9,17,45,2,6,20,E,1,63.0,F,U,44284.5,Others,71,28,32.0
1094,0,14.56,1,5,0,4,20.0,20.0,15.2,13.582127875507437,26,88,9,25,50,4,4,18,A,1,52.0,F,U,44284.5,A,84,26,26.0
1095,1,10.0,3,10,1,5,20.0,18.33,10.9,15.0,16,65,13,35,54,6,17,21,A,1,51.0,F,H,40114.0,A,102,44,33.0
1096,0,14.56,3,4,3,4,25.0,19.0,15.5,19.0,16,41,13,33,35,6,16,15,A,1,52.0,F,U,45905.0,A,81,37,32.0
1097,0,14.56,2,13,1,4,15.0,15.0,14.31,15.0,19,86,13,33,66,6,15,24,S,1,65.0,F,U,45905.0,S,112,45,30.0
1098,1,15.0,3,5,2,2,7.0,9.0,7.6,10.0,18,57,15,31,40,6,14,15,A,1,47.0,M,H,53046.0,A,86,35,15.0
1099,1,5.0,6,23,3,15,5.0,5.0,4.91,5.0,15,130,7,27,73,4,14,31,S,1,84.0,M,U,53046.0,S,107,49,34.0
1100,1,3.0,7,8,6,7,3.0,4.29,4.13,4.0,4,33,13,27,29,7,15,13,S,1,52.0,F,H,53046.0,S,69,35,18.0
1101,1,5.0,1,11,0,5,5.0,5.0,5.73,13.582127875507437,5,92,24,41,70,4,4,17,A,0,72.0,F,H,43877.0,A,135,25,17.0
1102,1,12.0,4,12,3,8,12.0,14.25,12.67,15.0,18,110,8,25,52,4,13,22,S,1,83.0,M,U,43877.0,S,85,39,28.0
1103,0,14.56,4,11,1,5,10.0,10.0,10.0,10.0,17,105,14,33,64,6,15,26,A,1,86.0,F,U,44284.5,A,111,47,25.0
1104,1,4.0,7,15,6,10,4.0,4.43,4.07,4.5,12,63,21,40,59,9,19,25,S,1,37.0,M,H,50524.0,S,120,53,26.0
1105,1,10.0,6,14,4,9,10.0,9.67,8.5,9.5,19,89,13,35,62,6,17,25,S,1,63.0,F,H,50524.0,S,110,48,30.0
1106,0,14.56,3,6,2,3,15.0,13.67,11.0,15.0,20,93,12,29,50,6,13,20,A,0,73.0,F,U,44284.5,A,91,39,24.0
1107,0,14.56,3,5,2,3,53.0,49.67,44.8,51.5,22,41,13,35,37,6,17,16,A,0,75.0,M,U,44284.5,A,85,39,61.0
1108,1,10.0,8,30,6,17,4.0,4.75,6.27,4.83,20,143,11,30,83,5,15,29,S,1,35.0,M,U,44284.5,S,124,49,42.0
1109,0,14.56,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,F,0,52.0,M,U,44284.5,Others,36,14,17.0
1110,1,7.0,5,8,4,5,6.0,9.8,8.38,9.5,16,52,7,15,23,2,6,9,E,1,52.0,F,U,44284.5,Others,45,17,19.0
1111,1,18.0,4,21,2,12,12.0,11.0,8.76,11.0,17,75,5,13,30,2,6,13,E,1,52.0,F,U,46993.0,Others,48,21,37.0
1112,1,8.0,6,23,3,10,8.0,8.0,6.61,8.0,18,104,12,33,72,5,15,28,S,1,77.0,M,H,46993.0,S,117,48,37.0
1113,1,25.0,2,4,1,2,20.0,24.5,26.0,20.0,20,52,13,34,45,6,17,20,A,0,68.0,F,U,44284.5,A,92,43,26.0
1114,0,14.56,4,15,2,7,11.0,10.75,8.67,11.5,17,86,20,40,71,6,16,23,S,1,70.0,M,U,44284.5,S,131,45,30.0
1115,1,30.0,1,1,1,1,25.0,25.0,25.0,25.0,23,23,10,20,19,4,8,7,N,0,32.0,M,U,44284.5,Others,49,19,27.0
1116,0,14.56,7,12,3,6,7.0,5.86,4.83,4.33,17,57,13,35,46,6,17,19,A,1,52.0,F,U,44284.5,A,94,42,26.0
1117,1,15.0,2,2,2,2,15.0,12.5,12.5,12.5,16,31,11,25,22,4,10,9,A,0,52.0,F,U,44284.5,A,58,23,19.0
1118,1,11.0,3,3,1,1,11.0,7.67,7.67,5.0,15,23,11,18,16,5,8,7,N,0,52.0,M,U,44284.5,Others,45,20,17.0
1119,1,10.0,7,8,5,6,10.0,9.21,8.69,7.9,15,41,13,34,36,6,16,15,A,1,79.0,F,H,35761.0,A,83,37,25.0
1120,1,20.0,1,1,0,0,20.0,20.0,20.0,13.582127875507437,20,20,10,17,15,4,4,6,F,0,52.0,F,U,44656.0,Others,42,14,22.0
1121,1,10.0,5,20,2,9,5.0,6.0,6.1,5.0,16,121,7,20,53,4,11,22,S,1,83.0,F,H,49133.0,S,80,37,30.0
1122,1,10.0,3,6,0,1,19.0,18.0,16.5,13.582127875507437,18,65,13,34,53,6,6,20,A,0,52.0,M,U,44284.5,A,100,32,28.0
1123,0,14.56,1,8,1,4,15.0,15.0,9.38,15.0,17,77,13,32,52,6,15,20,A,0,38.0,F,H,63299.0,A,97,41,24.0
1124,1,15.0,2,19,1,9,15.0,12.5,10.53,10.0,19,130,13,35,76,6,17,32,A,1,52.0,M,U,44284.5,A,124,55,36.0
1125,1,5.0,6,10,4,5,5.0,6.33,5.6,6.25,18,53,12,30,37,6,16,16,S,1,64.0,F,H,34341.0,S,79,38,21.0
1126,0,14.56,4,15,2,9,6.0,6.25,5.22,6.0,17,114,11,31,64,5,14,28,S,1,48.0,F,U,44284.5,S,106,47,25.0
1127,1,20.0,3,8,0,5,20.0,16.67,13.25,13.582127875507437,5,113,14,34,60,6,6,25,A,0,41.0,F,U,44284.5,A,108,37,31.0
1128,0,14.56,4,19,2,14,0.0,7.0,5.84,8.0,14,124,14,31,71,5,12,27,S,1,52.0,F,H,33065.0,S,116,44,23.0
1129,1,10.0,4,16,3,9,10.0,9.25,5.94,10.0,15,105,6,22,55,3,11,23,A,1,79.0,F,U,34943.0,A,83,37,30.0
1130,1,23.0,2,14,0,7,23.0,22.0,9.29,13.582127875507437,18,130,13,35,75,6,6,32,A,1,82.0,M,H,35314.0,A,123,44,39.0
1131,0,14.56,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,16,14,5,7,6,F,0,63.0,F,U,35314.0,Others,41,18,27.0
1132,0,14.56,9,27,4,11,6.0,6.22,5.48,5.5,18,68,13,35,59,6,17,23,S,1,69.0,M,H,36042.0,S,107,46,42.0
1133,0,14.56,6,16,5,11,6.0,11.67,9.69,11.6,15,114,14,33,65,6,17,29,S,1,46.0,M,H,36042.0,S,112,52,28.0
1134,0,14.56,1,2,1,1,15.0,15.0,10.0,15.0,23,56,8,19,24,3,8,9,N,0,71.0,M,H,36042.0,Others,51,20,18.0
1135,0,14.56,2,4,0,1,16.0,13.0,10.5,13.582127875507437,20,42,12,32,33,6,6,14,A,0,37.0,F,H,36042.0,A,77,26,22.0
1136,0,14.56,1,9,0,3,25.0,25.0,18.89,13.582127875507437,18,67,13,33,56,6,6,21,S,1,52.0,F,U,36042.0,S,102,33,35.0
1137,0,14.56,1,3,0,0,15.0,15.0,12.33,13.582127875507437,18,52,11,22,31,4,4,11,A,0,73.0,F,H,44003.0,A,64,19,19.0
1138,1,15.0,3,5,1,2,15.0,9.67,9.8,11.0,18,40,12,32,35,6,15,14,A,1,77.0,F,H,32263.0,A,79,35,23.0
1139,1,12.0,2,12,0,7,10.0,10.0,10.33,13.582127875507437,18,89,14,33,61,5,5,22,A,1,75.0,M,H,32263.0,A,108,32,24.0
1140,1,10.0,4,6,4,4,5.0,7.5,6.67,7.5,18,33,12,28,28,6,15,13,S,1,68.0,M,H,32263.0,S,68,34,15.0
1141,0,14.56,1,19,1,4,15.0,15.0,13.26,15.0,17,198,16,30,61,8,15,19,A,0,84.0,F,H,40839.0,A,107,42,35.0
1142,1,20.0,4,4,2,2,14.0,8.75,8.75,8.0,18,27,16,29,27,6,12,10,A,1,52.0,M,U,34330.0,A,72,28,22.0
1143,1,11.0,2,13,0,9,11.0,11.0,8.77,13.582127875507437,18,126,14,33,68,5,5,28,A,1,73.0,F,H,17589.0,A,115,38,26.0
1144,0,14.56,1,10,1,6,15.0,15.0,11.3,15.0,20,101,11,26,63,4,10,26,A,1,68.0,F,H,39664.0,A,100,40,26.0
1145,0,14.56,3,19,1,11,10.0,8.33,7.53,5.0,6,131,22,42,83,7,16,33,A,1,79.0,F,H,39664.0,A,147,56,32.0
1146,0,14.56,3,13,3,5,20.0,16.33,13.46,16.33,17,56,23,43,71,6,17,21,A,1,59.0,F,H,36879.0,A,137,44,36.0
1147,1,15.0,2,4,2,3,15.0,12.5,9.75,12.5,17,53,14,33,41,6,14,15,A,0,69.0,F,H,36879.0,A,88,35,21.0
1148,1,11.0,4,25,2,13,12.0,10.75,7.16,11.0,21,102,14,33,71,6,15,27,S,1,44.0,F,U,44284.5,S,118,48,41.0
1149,0,14.56,3,13,1,7,15.0,11.0,7.0,15.0,21,122,13,34,67,6,16,27,A,1,77.0,F,H,55303.0,A,114,49,31.0
1150,0,14.56,5,61,3,17,15.0,15.4,10.64,16.0,15,123,38,56,122,6,14,26,A,1,68.0,M,U,38464.0,A,216,46,81.0
1151,1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,11,18,16,4,7,6,F,0,52.0,F,H,46780.0,Others,45,17,22.0
1152,0,14.56,2,10,0,2,25.0,22.5,13.1,13.582127875507437,18,65,20,37,65,4,4,18,A,0,72.0,M,H,46780.0,A,122,26,37.0
1153,1,4.0,7,7,4,4,5.0,3.86,3.86,3.5,21,34,12,29,30,6,15,13,A,1,52.0,F,U,44284.5,A,71,34,19.0
1154,1,25.0,2,3,0,1,17.0,12.0,9.67,13.582127875507437,26,52,11,24,34,4,4,11,A,0,61.0,M,U,38632.0,A,69,19,22.0
1155,1,20.0,2,7,1,2,20.0,20.0,15.57,20.0,16,104,15,35,60,6,15,21,A,0,50.0,M,H,38632.0,A,110,42,29.0
1156,0,14.56,3,11,1,7,15.0,11.67,9.27,10.0,18,107,14,25,47,6,12,22,S,1,52.0,F,H,49147.0,S,86,40,29.0
1157,1,16.0,3,3,3,3,17.0,14.0,14.0,14.0,17,33,12,30,28,6,14,12,A,0,52.0,M,H,49147.0,A,70,32,23.0
1158,1,10.0,1,4,0,0,15.0,15.0,10.0,13.582127875507437,26,44,9,29,34,4,4,14,A,0,41.0,F,U,49147.0,A,72,22,20.0
1159,0,14.56,1,4,1,3,30.0,30.0,20.0,30.0,19,88,13,23,46,6,10,17,A,0,64.0,M,H,25380.0,A,82,33,35.0
1160,1,10.0,4,8,3,4,10.0,7.25,6.13,6.33,19,41,13,33,37,6,16,15,A,1,75.0,F,H,38261.0,A,83,37,22.0
1161,0,14.56,2,14,0,7,26.0,26.0,14.86,13.582127875507437,17,110,14,36,76,6,6,30,A,1,69.0,F,U,53324.0,A,126,42,42.0
1162,0,14.56,2,2,2,2,15.0,10.0,10.0,10.0,24,32,10,25,23,4,10,9,A,0,39.0,F,U,53324.0,A,58,23,19.0
1163,1,5.0,5,10,3,5,15.0,9.4,7.2,10.0,16,56,13,33,50,6,16,19,A,1,51.0,M,H,53324.0,A,96,41,30.0
1164,0,14.56,3,9,3,7,11.0,10.33,9.22,10.33,21,53,12,22,29,5,10,12,S,1,75.0,F,H,174305.0,S,63,27,23.0
1165,1,12.0,2,12,1,10,13.0,12.0,7.0,11.0,18,109,14,29,51,6,13,23,S,1,52.0,F,U,44284.5,S,94,42,27.0
1166,0,14.56,3,7,2,4,21.0,22.0,19.14,22.5,16,53,13,33,43,6,17,19,S,1,76.0,M,H,50351.0,S,89,42,31.0
1167,1,7.0,5,16,1,6,7.0,7.4,6.56,7.0,19,77,7,27,51,3,13,21,S,1,79.0,F,H,52313.0,S,85,37,28.0
1168,1,20.0,1,5,0,4,20.0,20.0,12.4,13.582127875507437,19,93,11,22,50,4,4,18,A,0,75.0,F,U,35119.0,A,83,26,26.0
1169,0,14.56,7,11,4,6,20.0,14.57,14.45,13.0,16,89,14,35,56,6,16,22,A,0,61.0,M,H,35119.0,A,105,44,38.0
1170,1,15.0,3,12,0,6,21.0,17.0,13.58,13.582127875507437,20,115,13,34,74,6,6,29,S,1,80.0,F,U,39015.0,S,121,41,36.0
1171,1,15.0,1,1,1,1,15.0,15.0,15.0,15.0,24,24,7,17,15,3,7,6,N,0,52.0,F,U,44284.5,Others,39,16,17.0
1172,0,14.56,2,11,2,8,11.0,11.0,8.45,11.0,19,86,13,24,42,6,12,19,A,1,45.0,F,H,44284.5,A,79,37,24.0
1173,1,5.0,5,6,4,4,8.0,6.4,6.0,6.25,17,33,4,11,12,2,6,6,E,1,52.0,F,U,44284.5,Others,27,14,19.0
1174,0,14.56,5,18,1,5,1.0,14.0,8.22,20.0,4,64,14,35,53,6,17,21,A,1,73.0,F,U,41061.0,A,102,44,24.0
1175,0,14.56,1,8,1,4,30.0,30.0,17.13,30.0,25,77,11,33,57,6,17,23,A,0,74.0,M,H,41061.0,A,101,46,39.0
1176,0,14.56,3,9,0,2,20.0,3.67,5.11,13.582127875507437,18,51,13,34,40,6,6,17,A,0,68.0,F,H,50021.0,A,87,29,32.0
1177,0,14.56,3,16,3,12,100.0,56.67,18.31,56.67,18,112,9,21,59,4,12,25,S,1,86.0,M,H,50021.0,S,89,41,119.0
1178,1,15.0,2,5,1,4,16.0,15.0,12.8,16.0,21,64,12,30,47,6,14,18,A,0,52.0,F,U,44284.5,A,89,38,23.0
1179,1,20.0,2,2,2,2,20.0,15.0,15.0,15.0,22,29,10,23,22,4,10,9,A,0,75.0,M,H,37377.0,A,55,23,24.0
1180,0,14.56,4,5,3,3,5.0,10.25,10.6,9.0,17,44,12,30,36,6,15,15,A,0,83.0,F,H,37377.0,A,78,36,14.0
1181,1,7.0,3,10,2,6,10.0,8.33,6.6,10.0,19,110,4,12,36,2,6,17,E,1,66.0,F,U,44284.5,Others,52,25,23.0
1182,1,25.0,2,4,1,1,25.0,20.0,17.0,25.0,22,65,15,35,46,6,15,15,A,0,52.0,F,H,44284.5,A,96,36,31.0
1183,1,15.0,7,15,5,7,11.0,9.29,8.27,9.4,16,56,15,36,52,6,17,20,A,1,37.0,M,H,44284.5,A,103,43,33.0
1184,0,14.56,1,4,0,1,15.0,15.0,11.75,13.582127875507437,18,56,11,28,39,5,5,15,A,0,52.0,M,U,44284.5,A,78,25,20.0
1185,1,45.0,3,3,2,2,10.0,10.67,10.67,10.0,16,23,5,9,8,1,3,3,E,0,52.0,M,U,44284.5,Others,22,7,16.0
1186,1,10.0,4,19,2,9,15.0,18.25,19.0,18.0,16,109,9,24,62,4,13,27,S,1,48.0,F,U,44284.5,S,95,44,38.0
1187,1,20.0,3,3,2,2,7.0,7.33,7.33,6.0,17,24,12,23,21,6,11,9,N,0,72.0,F,U,44284.5,Others,56,26,13.0
1188,1,9.0,3,4,2,2,6.0,6.33,6.25,4.5,17,28,13,26,26,6,12,10,A,0,52.0,F,U,73831.0,A,65,28,13.0
1189,0,14.56,3,8,0,3,10.0,10.0,9.13,13.582127875507437,16,72,15,34,52,5,5,19,A,0,57.0,F,U,44284.5,A,101,29,21.0
1190,1,5.0,7,8,5,5,5.0,4.86,4.88,4.6,16,32,13,30,29,6,14,12,A,1,48.0,F,U,44284.5,A,72,32,20.0
1191,0,14.56,4,10,4,4,10.0,12.0,13.3,12.0,9,114,28,47,64,8,17,18,A,1,77.0,F,U,44284.5,A,139,43,24.0
1192,1,5.0,4,9,3,5,15.0,10.0,8.11,10.0,18,64,7,27,41,4,13,17,A,0,43.0,F,U,44284.5,A,75,34,28.0
1193,1,5.0,5,9,3,6,5.0,4.6,4.11,4.33,17,50,13,31,38,6,14,15,S,1,72.0,F,U,44284.5,S,82,35,19.0
1194,1,25.0,1,1,1,1,25.0,25.0,25.0,25.0,21,21,12,19,17,4,7,6,N,0,74.0,F,U,44284.5,Others,48,17,27.0
1195,0,14.56,5,6,4,5,10.0,8.6,8.0,10.0,21,28,12,26,26,6,14,12,A,1,62.0,M,U,44284.5,A,64,32,21.0
1196,1,3.0,6,14,5,9,4.0,4.5,4.43,4.4,16,65,9,25,42,5,15,19,A,1,52.0,M,U,44284.5,A,76,39,24.0
1197,1,15.0,1,1,0,0,15.0,15.0,15.0,13.582127875507437,15,15,7,9,9,2,2,3,E,0,52.0,F,U,44284.5,Others,25,7,17.0
1198,0,14.56,2,4,1,2,20.0,15.5,9.75,11.0,15,52,10,23,29,3,8,10,E,0,23.0,M,U,44284.5,Others,62,21,26.0
1199,1,15.0,2,4,0,2,15.0,13.0,9.5,13.582127875507437,18,53,12,31,38,6,6,16,A,0,45.0,M,U,44284.5,A,81,28,21.0
1200,1,2.0,4,30,1,15,5.0,4.5,3.57,5.0,16,130,12,30,73,5,13,30,S,1,84.0,M,U,73930.0,S,115,48,39.0
1201,0,14.56,1,2,1,1,10.0,15.0,12.5,15.0,18,21,14,22,19,6,10,8,N,0,41.0,M,H,43692.0,Others,55,24,13.0
1202,1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,7,17,15,3,7,6,N,0,52.0,M,H,43692.0,Others,39,16,22.0
1203,0,14.56,1,1,0,0,20.0,20.0,20.0,13.582127875507437,15,15,10,14,12,5,5,6,F,0,47.0,F,H,43692.0,Others,36,16,22.0
1204,0,14.56,5,9,1,3,15.0,15.0,14.56,15.0,17,57,14,36,49,6,17,20,A,0,37.0,M,H,34491.0,A,99,43,29.0
1205,1,10.0,6,18,4,7,3.0,8.33,6.39,7.5,15,69,8,19,38,4,12,15,A,0,17.0,F,H,34491.0,A,65,31,27.0
1206,0,14.56,3,21,2,13,10.0,10.0,9.43,10.0,6,128,30,51,97,8,18,38,S,1,52.0,F,U,44284.5,S,178,64,34.0
1207,1,25.0,2,13,2,11,10.0,13.5,10.46,13.5,17,130,22,32,69,9,13,29,A,1,29.0,F,H,54028.0,A,123,51,25.0
1208,1,10.0,2,14,0,10,10.0,10.0,5.71,13.582127875507437,17,130,6,17,38,2,2,13,S,1,52.0,F,U,44284.5,S,61,17,26.0
1209,0,14.56,1,6,0,2,25.0,25.0,34.17,13.582127875507437,25,110,5,13,38,2,2,19,E,0,52.0,F,U,44284.5,Others,56,23,32.0
1210,0,14.56,4,10,3,8,12.0,13.5,14.7,14.67,17,69,15,36,60,6,17,23,S,1,74.0,M,H,50162.0,S,111,46,26.0
1211,1,5.0,2,12,1,5,17.0,12.5,12.17,17.0,17,76,35,54,99,11,20,28,A,1,52.0,M,U,44284.5,A,188,59,31.0
1212,0,14.56,4,7,2,3,12.0,14.0,10.86,11.0,16,65,15,34,47,6,14,16,A,0,82.0,M,H,50162.0,A,96,36,23.0
1213,1,10.0,3,8,2,5,5.0,8.33,6.13,8.0,16,77,14,25,46,5,9,15,S,1,67.0,M,H,51488.0,S,85,29,16.0
1214,1,6.0,6,24,4,10,6.0,6.5,8.96,6.5,15,81,15,36,74,6,17,26,S,1,78.0,F,H,42230.0,S,125,49,36.0
1215,1,20.0,2,6,1,2,20.0,16.0,13.17,20.0,17,76,13,33,51,6,15,19,A,0,39.0,F,H,42230.0,A,97,40,28.0
1216,0,14.56,5,27,2,12,12.0,10.4,5.63,10.0,18,127,13,35,82,6,17,34,S,1,52.0,F,H,42155.0,S,130,57,44.0
1217,1,12.0,6,17,5,9,25.0,16.67,10.47,16.0,6,69,26,47,76,11,22,29,S,1,65.0,M,H,42155.0,S,149,62,48.0
1218,0,14.56,2,13,1,4,20.0,15.0,12.31,20.0,4,119,26,39,74,4,9,13,A,1,52.0,M,H,39689.0,A,139,26,35.0
1219,1,5.0,5,21,4,9,3.0,6.0,5.29,5.75,18,111,10,27,67,5,15,28,S,1,65.0,M,H,39689.0,S,104,48,29.0
1220,1,10.0,3,26,3,10,10.0,10.0,10.12,10.0,4,118,37,57,126,6,15,30,A,1,70.0,M,H,50359.0,A,220,51,39.0
